image_name,fen,view
frame_002552.jpg,rnbq1rk1/p4pbp/3p2p1/1ppP1p2/2P5/2N1P1P1/PP3PBP/R2QK1NR,white_bottom
frame_002852.jpg,rnbq1rk1/p4pbp/3p2p1/1PpP1p2/8/2N1P1P1/PP3PBP/R2QK1NR,white_bottom
frame_002880.jpg,rnbq1rk1/5pbp/p2p2p1/1PpP1p2/8/2N1P1P1/PP3PBP/R2QK1NR,white_bottom
frame_002924.jpg,rnbq1rk1/5pbp/P2p2p1/2pP1p2/8/2N1P1P1/PP3PBP/R2QK1NR,white_bottom
frame_003100.jpg,rn1q1rk1/5pbp/b2p2p1/2pP1p2/8/2N1P1P1/PP3PBP/R2QK1NR,white_bottom
frame_003140.jpg,rn1q1rk1/5pbp/b2p2p1/2pP1p2/8/2N1P1P1/PP2NPBP/R2QK2R,white_bottom
frame_003264.jpg,r2q1rk1/3n1pbp/b2p2p1/2pP1p2/8/2N1P1P1/PP2NPBP/R2QK2R,white_bottom
frame_003720.jpg,r2q1rk1/3n1pbp/b2p2p1/2pP1p2/8/2N1P1P1/PP2NPBP/R2Q1RK1,white_bottom
frame_003788.jpg,r2q1rk1/5pbp/b2p2p1/2pPnp2/8/2N1P1P1/PP2NPBP/R2Q1RK1,white_bottom
frame_004168.jpg,r2q1rk1/5pbp/b2p2p1/2pPnp2/8/2N1P1P1/PPQ1NPBP/R4RK1,white_bottom
frame_004264.jpg,r4rk1/5pbp/b2p2p1/q1pPnp2/8/2N1P1P1/PPQ1NPBP/R4RK1,white_bottom
frame_004604.jpg,r4rk1/5pbp/b2p2p1/q1pPnp2/8/2N1P1P1/PPQ1NPBP/R2R2K1,white_bottom
frame_004752.jpg,r4rk1/5pbp/b2p2p1/q1pP1p2/2n5/2N1P1P1/PPQ1NPBP/R2R2K1,white_bottom
frame_005160.jpg,r4rk1/5pbp/b2p2p1/q1pP1p2/2n5/2N1P1P1/PPQ1NPBP/2RR2K1,white_bottom
frame_005560.jpg,r4rk1/5pbp/b2p2p1/q1pP1p2/8/2N1P1P1/PnQ1NPBP/2RR2K1,white_bottom
frame_005792.jpg,r4rk1/5pbp/b2p2p1/q1pP1p2/8/2N1P1P1/PQ2NPBP/2RR2K1,white_bottom
frame_005828.jpg,r4rk1/5pbp/3p2p1/q1pP1p2/8/2N1P1P1/PQ2bPBP/2RR2K1,white_bottom
frame_006280.jpg,r4rk1/5pbp/3p2p1/q1pP1p2/8/2N1P1P1/P3QPBP/2RR2K1,white_bottom
frame_006320.jpg,r4rk1/5p1p/3p2p1/q1pP1p2/8/2b1P1P1/P3QPBP/2RR2K1,white_bottom
frame_006640.jpg,r4rk1/5p1p/3p2p1/q1pP1p2/7P/2b1P1P1/P3QPB1/2RR2K1,white_bottom
frame_006956.jpg,r4rk1/5p1p/3p2p1/q1pPbp2/7P/4P1P1/P3QPB1/2RR2K1,white_bottom
frame_007196.jpg,r4rk1/5p1p/3p2p1/q1pPbp2/7P/4P1P1/P1R1QPB1/3R2K1,white_bottom
frame_007236.jpg,rr4k1/5p1p/3p2p1/q1pPbp2/7P/4P1P1/P1R1QPB1/3R2K1,white_bottom
frame_007436.jpg,rr4k1/5p1p/3p2p1/q1pPbp1P/8/4P1P1/P1R1QPB1/3R2K1,white_bottom
frame_007544.jpg,rr4k1/5p1p/q2p2p1/2pPbp1P/8/4P1P1/P1R1QPB1/3R2K1,white_bottom
frame_008600.jpg,rr4k1/5p1p/Q2p2p1/2pPbp1P/8/4P1P1/P1R2PB1/3R2K1,white_bottom
frame_008620.jpg,1r4k1/5p1p/r2p2p1/2pPbp1P/8/4P1P1/P1R2PB1/3R2K1,white_bottom
frame_008652.jpg,1r4k1/5p1p/r2p2P1/2pPbp2/8/4P1P1/P1R2PB1/3R2K1,white_bottom
frame_009020.jpg,1r4k1/7p/r2p2p1/2pPbp2/8/4P1P1/P1R2PB1/3R2K1,white_bottom
frame_009308.jpg,1r4k1/7p/r2p2p1/2pPbp2/8/4P1P1/P1R2P2/3R1BK1,white_bottom
frame_009332.jpg,1r4k1/7p/3p2p1/2pPbp2/8/r3P1P1/P1R2P2/3R1BK1,white_bottom
frame_009500.jpg,1r4k1/7p/3p2p1/2pPbp2/8/r2RP1P1/P1R2P2/5BK1,white_bottom
frame_011108.jpg,1r4k1/7p/3p2p1/2pPbp2/8/3rP1P1/P1R2P2/5BK1,white_bottom
frame_011152.jpg,1r4k1/7p/3p2p1/2pPbp2/8/3BP1P1/P1R2P2/6K1,white_bottom
frame_011364.jpg,1r6/5k1p/3p2p1/2pPbp2/8/3BP1P1/P1R2P2/6K1,white_bottom
frame_011488.jpg,1r6/5k1p/3p2p1/2pPbp2/8/3BP1P1/P1R2PK1/8,white_bottom
frame_011884.jpg,8/5k1p/3p2p1/2pPbp2/8/3BP1P1/P1R2PK1/1r6,white_bottom
frame_013728.jpg,8/5k1p/3p2p1/2pPbp2/P7/3BP1P1/2R2PK1/1r6,white_bottom
frame_014008.jpg,8/5k1p/3p2p1/2pPbp2/P7/3BP1P1/2R2PK1/r7,white_bottom
frame_014124.jpg,8/5k1p/3p2p1/1BpPbp2/P7/4P1P1/2R2PK1/r7,white_bottom
frame_014148.jpg,8/4k2p/3p2p1/1BpPbp2/P7/4P1P1/2R2PK1/r7,white_bottom
frame_014872.jpg,8/4k2p/3p2p1/1BpPbp2/P7/4P1P1/3R1PK1/r7,white_bottom
frame_014972.jpg,3k4/7p/3p2p1/1BpPbp2/P7/4P1P1/3R1PK1/r7,white_bottom
frame_015364.jpg,3k4/7p/3p2p1/1BpPbp2/P7/4P1P1/4RPK1/r7,white_bottom
frame_017528.jpg,8/2k4p/3p2p1/1BpPbp2/P7/4P1P1/4RPK1/r7,white_bottom
frame_018124.jpg,8/2k4p/3p2p1/1BpPbp2/P4P2/4P1P1/4R1K1/r7,white_bottom
frame_018568.jpg,8/2k4p/3p2p1/1BpP1p2/P4P2/2b1P1P1/4R1K1/r7,white_bottom
frame_018764.jpg,8/2k4p/3p2p1/1BpP1p2/P3PP2/2b3P1/4R1K1/r7,white_bottom
frame_018928.jpg,8/2k4p/3p2p1/1BpP1p2/P3PP2/2b3P1/4R1K1/3r4,white_bottom
frame_020172.jpg,8/2k4p/3p2p1/1BpPPp2/P4P2/2b3P1/4R1K1/3r4,white_bottom
frame_024528.jpg,8/2k4p/6p1/1BpPpp2/P4P2/2b3P1/4R1K1/3r4,white_bottom
frame_024560.jpg,8/2k4p/6p1/1BpPPp2/P7/2b3P1/4R1K1/3r4,white_bottom
frame_024600.jpg,8/2k4p/6p1/1BprPp2/P7/2b3P1/4R1K1/8,white_bottom
frame_024684.jpg,8/2k4p/4P1p1/1Bpr1p2/P7/2b3P1/4R1K1/8,white_bottom
frame_024756.jpg,8/2k1P2p/5bp1/1Bpr1p2/P7/6P1/4R1K1/8,white_bottom
frame_024772.jpg,8/2k1b2p/6p1/1Bpr1p2/P7/6P1/4R1K1/8,white_bottom
frame_024796.jpg,8/2k1R2p/6p1/1Bpr1p2/P7/6P1/6K1/8,white_bottom
frame_024812.jpg,8/4R2p/1k4p1/1Bpr1p2/P7/6P1/6K1/8,white_bottom
frame_025004.jpg,8/7R/1k4p1/1Bpr1p2/P7/6P1/6K1/8,white_bottom
frame_025024.jpg,8/7R/6p1/kBpr1p2/P7/6P1/6K1/8,white_bottom
frame_025284.jpg,8/6R1/6p1/kBpr1p2/P7/6P1/6K1/8,white_bottom
frame_025744.jpg,8/6R1/3r2p1/kBp2p2/P7/6P1/6K1/8,white_bottom
frame_027140.jpg,4B3/6R1/3r2p1/k1p2p2/P7/6P1/6K1/8,white_bottom
frame_027424.jpg,8/2k4p/4Pbp1/1Bpr1p2/P7/6P1/4R1K1/8,white_bottom
frame_028056.jpg,4B3/6R1/3r2p1/k4p2/P1p5/6P1/6K1/8,white_bottom
frame_028228.jpg,8/6R1/3r2B1/k4p2/P1p5/6P1/6K1/8,white_bottom
frame_028852.jpg,8/6R1/5rB1/k4p2/P1p5/6P1/6K1/8,white_bottom
frame_029860.jpg,4B3/6R1/5r2/k4p2/P1p5/6P1/6K1/8,white_bottom
frame_029960.jpg,4B3/6R1/5r2/k4p2/P7/2p3P1/6K1/8,white_bottom
frame_030000.jpg,4B3/2R5/5r2/k4p2/P7/2p3P1/6K1/8,white_bottom
frame_030036.jpg,4B3/2R5/5r2/5p2/Pk6/2p3P1/6K1/8,white_bottom
frame_031272.jpg,4B3/2R5/5r2/5p2/Pk6/2p3P1/5K2/8,white_bottom
frame_031428.jpg,4B3/2R5/5r2/5p2/P7/1kp3P1/5K2/8,white_bottom
frame_031960.jpg,8/2R5/5r2/1B3p2/P7/1kp3P1/5K2/8,white_bottom
frame_032060.jpg,8/2R5/3r4/1B3p2/P7/1kp3P1/5K2/8,white_bottom
frame_032120.jpg,8/2R5/3r4/1B3p2/P7/1kp1K1P1/8/8,white_bottom
frame_032488.jpg,8/2R5/4r3/1B3p2/P7/1kp1K1P1/8/8,white_bottom
frame_032852.jpg,8/2R5/4r3/1B3p2/P2K4/1kp3P1/8/8,white_bottom
frame_032988.jpg,8/2R5/3r4/1B3p2/P2K4/1kp3P1/8/8,white_bottom
frame_033260.jpg,8/2R5/3r4/1B3p2/P7/1kp1K1P1/8/8,white_bottom
frame_033416.jpg,8/2R5/4r3/1B3p2/P7/1kp1K1P1/8/8,white_bottom
frame_033636.jpg,8/2R5/4r3/1B3p2/P7/1kp2KP1/8/8,white_bottom
frame_034084.jpg,8/2R5/3r4/1B3p2/P7/1kp2KP1/8/8,white_bottom
frame_034352.jpg,8/2R5/3r4/PB3p2/8/1k3KP1/2p5/8,white_bottom
frame_034412.jpg,8/2R5/3r4/PB3p2/8/1kp2KP1/8/8,white_bottom
frame_034436.jpg,8/2R5/P2r4/1B3p2/8/1k3KP1/2p5/8,white_bottom
frame_034536.jpg,8/2R5/P2r4/1B3p2/8/5KP1/1kp5/8,white_bottom
frame_034576.jpg,8/P1R5/3r4/1B3p2/8/5KP1/1kp5/8,white_bottom
frame_034592.jpg,3r4/P1R5/8/1B3p2/8/5KP1/1kp5/8,white_bottom
frame_034708.jpg,3r4/P7/2B5/5p2/8/5KP1/2k5/8,white_bottom
